id,text,source,:LABEL
222,"For bigger or more complex prints, the normal mode is recommended.",../data/mk4s_manuel/Layer_shifting.md,Sentence
223,"Also, note that in stealth mode, the Crash detection feature is not available.",../data/mk4s_manuel/Layer_shifting.md,Sentence
224,"Make sure the extruder and the heatbed can move freely

Make sure there are no obstructions in the path of the extruder or heatbed and their bearings.",../data/mk4s_manuel/Layer_shifting.md,Sentence
225,"For example, there might be a piece of filament stuck around the belt (usually around the Y-axis pulley) from your previous prints.",../data/mk4s_manuel/Layer_shifting.md,Sentence
226,"Another instance of obstruction is when the zip ties, or other parts of the extruder cable bundle, are not optimally positioned as indicated in their respective assembly guide.",../data/mk4s_manuel/Layer_shifting.md,Sentence
227,If the cables hit the frame before the extruder assembly (MK3 and higher) or before the X end-stop (on MK2/S or MK2.5) the printer detects an inaccurate end position.,../data/mk4s_manuel/Layer_shifting.md,Sentence
228,See the photo below and make sure the cables are arranged accordingly.,../data/mk4s_manuel/Layer_shifting.md,Sentence
229,Verify if the smooth rods don't bear any deep scratches and if the bearings are properly lubricated.,../data/mk4s_manuel/Layer_shifting.md,Sentence
230,Clean the smooth rods with a clean paper towel before applying lubricant.,../data/mk4s_manuel/Layer_shifting.md,Sentence
231,The optimal lubricant is our Prusa Lubricant.,../data/mk4s_manuel/Layer_shifting.md,Sentence
232,"A lithium-based, general-purpose grease also works well.",../data/mk4s_manuel/Layer_shifting.md,Sentence
233,"Check your X/Y axis motors and pulleys

Make sure the X and Y motors are tightened in the motor mount, that the pulley is secured on the motor shaft and aligned with the pulley on the opposite end, and that the pulley can move freely.",../data/mk4s_manuel/Layer_shifting.md,Sentence
234,"Both grub screws need to be tight, one of them has to be tightened against the flat part of the motor shaft.",../data/mk4s_manuel/Layer_shifting.md,Sentence
235,A loose or misaligned pulley is usually the main cause of staircase layer shifts.,../data/mk4s_manuel/Layer_shifting.md,Sentence
236,"Both pulleys on both axes also have to be aligned, meaning the motor pulley has to be well centered and the belt has to be moving in a straight line, not traveling from right to left while the pulley is turning.",../data/mk4s_manuel/Layer_shifting.md,Sentence
237,"Check the tension of your belts

Check your belt tension.",../data/mk4s_manuel/Layer_shifting.md,Sentence
238,"On MK-series printers, a quick way to check it is using our belt tuner, with the instructions in the video below.",../data/mk4s_manuel/Layer_shifting.md,Sentence
239,"On MK3/S/+, it is possible to check the Belt Status numbers via _LCD Menu -> Support -> Belt Status_.",../data/mk4s_manuel/Layer_shifting.md,Sentence
240,"While there is not a precise ideal value, from our experience, the best approximate value is around 250 on the X-axis, and 275 on the Y-axis, with an optimal range at +-15 from these values on either axis.",../data/mk4s_manuel/Layer_shifting.md,Sentence
241,"The value does not represent a physical quantity, but an arbitrary number inversely proportional to the motor load.",../data/mk4s_manuel/Layer_shifting.md,Sentence
242,The values are with the consideration that the assembly is good and that the parts are in good condition and properly lubricated.,../data/mk4s_manuel/Layer_shifting.md,Sentence
243,Values may not be accurate if there are other problems.,../data/mk4s_manuel/Layer_shifting.md,Sentence
244,*,../data/mk4s_manuel/Layer_shifting.md,Sentence
245,"If your value is under (or close to) 240, you need to loosen the belt
*",../data/mk4s_manuel/Layer_shifting.md,Sentence
246,"If your value is over (or close to) 290, you need to tighten the belt
*",../data/mk4s_manuel/Layer_shifting.md,Sentence
247,The values are updated every time you run the Selftest or run the belt test in _LCD menu -> Calibration -> Belt test_.,../data/mk4s_manuel/Layer_shifting.md,Sentence
248,Other MK-series models do not have the belt status option.,../data/mk4s_manuel/Layer_shifting.md,Sentence
249,The clue we can give you is that the belt should sound roughly like a low bass string when plucked.,../data/mk4s_manuel/Layer_shifting.md,Sentence
250,"It should be possible to pinch the two sides together with your thumb and index finger, but you should feel a little bit of resistance.

!",../data/mk4s_manuel/Layer_shifting.md,Sentence
251,The plastic parts holding the belts can get loose over time.,../data/mk4s_manuel/Layer_shifting.md,Sentence
252,Use the following technique to test if the pulley is correctly tightened and if the belt is not too loose.,../data/mk4s_manuel/Layer_shifting.md,Sentence
253,Hold the X-axis motor shaft with pliers (take advantage of the flat part of the shaft) and try to move with the extruder.,../data/mk4s_manuel/Layer_shifting.md,Sentence
254,The same procedure can be applied to test the Y-axis pulley and belt.,../data/mk4s_manuel/Layer_shifting.md,Sentence
255,"There should be no slack from the belt or any axis movement during the procedure, if there is, then the belt is too loose.",../data/mk4s_manuel/Layer_shifting.md,Sentence
256,"Original Prusa MINI/+

Check your printer’s speed.",../data/mk4s_manuel/Layer_shifting.md,Sentence
257,"When printing large objects, it’s recommended to decrease the printing speed.",../data/mk4s_manuel/Layer_shifting.md,Sentence
258,"During a print, go to _LCD Menu -> Tune -> Speed_ and decrease the number.",../data/mk4s_manuel/Layer_shifting.md,Sentence
259,Check the X/Y belts.,../data/mk4s_manuel/Layer_shifting.md,Sentence
260,Make sure that belts are properly tightened.,../data/mk4s_manuel/Layer_shifting.md,Sentence
261,"A quick to check this aspect is using our belt tuner, with the instructions in the video below.",../data/mk4s_manuel/Layer_shifting.md,Sentence
262,Belts should be tight enough to sound like a low bass note when plucked.,../data/mk4s_manuel/Layer_shifting.md,Sentence
263,"If the belts are loose, tighten them first: first, loosen the two screws as depicted below.",../data/mk4s_manuel/Layer_shifting.md,Sentence
264,"Then, tighten the two screws at the very end of the X-axis.",../data/mk4s_manuel/Layer_shifting.md,Sentence
265,"They go directly against the metal rods, so the more tightened they are, the further you move the plastic part.",../data/mk4s_manuel/Layer_shifting.md,Sentence
266,"Once you are done, tighten the first two screws again to fix the part in place.",../data/mk4s_manuel/Layer_shifting.md,Sentence
267,Check X/Y axis pulleys.,../data/mk4s_manuel/Layer_shifting.md,Sentence
268,"Both pulleys on both axes also have to be aligned, meaning the motor pulley has to be well centered and the belt should be perfectly straight.",../data/mk4s_manuel/Layer_shifting.md,Sentence
269,Check whether the X-axis belt is not brushing against printed parts.,../data/mk4s_manuel/Layer_shifting.md,Sentence
270,Make sure nothing is blocking the movement of your axis – Check for any obstructions in the path of the bearings or any possible waste from previous printings stuck around the belt (usually around the Y-axis pulley).,../data/mk4s_manuel/Layer_shifting.md,Sentence
271,"Loose X/Y-axis belt pulley

If the set-screw on the belt pulley has come loose or it was not secured on the flat side of the motor shaft, it can slip and may cause issues with the axis not moving perfectly in tandem with the motor's rotation.",../data/mk4s_manuel/Layer_shifting.md,Sentence
272,"The set-screw for the Y-axis is easily accessed, being under the bed, but the X-axis is a bit more tricky.",../data/mk4s_manuel/Layer_shifting.md,Sentence
273,You can access the set-screw for the X-axis through a hole on the top of the extruder (picture below).,../data/mk4s_manuel/Layer_shifting.md,Sentence
274,"You will not be able to see if the set screw is aligned with the flat side of the motor-rod and tightening it will only be a temporary fix, but it is a great way of knowing if this is the issue and what needs to be disassembled.",../data/mk4s_manuel/Layer_shifting.md,Sentence
275,"If you only see shiny metal in the hole, you must rotate the motor to reveal the set-screw.",../data/mk4s_manuel/Layer_shifting.md,Sentence
276,"Even it is loose, it will move a little with the rotation of the motor, revealing the screw.",../data/mk4s_manuel/Layer_shifting.md,Sentence
277,"Access Settings -> Move Axis -> Move X, on the LCD-menu, and rotate the knob to spin the motor.",../data/mk4s_manuel/Layer_shifting.md,Sentence
278,"Free movement of the axis

Make sure the print head (the part moving along the X-axis) can move freely in the entire range.",../data/mk4s_manuel/Layer_shifting.md,Sentence
279,Especially the cable bundle attached to the extruder should not prevent the print head from reaching the end of the axis.,../data/mk4s_manuel/Layer_shifting.md,Sentence
280,"Also, verify if the smooth rods are not scratched and if the bearings are properly lubricated.",../data/mk4s_manuel/Layer_shifting.md,Sentence
281,Clean the smooth rods with a clean paper towel before applying lubricant.,../data/mk4s_manuel/Layer_shifting.md,Sentence
282,The optimal lubricant is our Prusa Lubricant.,../data/mk4s_manuel/Layer_shifting.md,Sentence
283,"A lithium-based, general-purpose grease also works well.",../data/mk4s_manuel/Layer_shifting.md,Sentence
284,"Original Prusa XL

Belt tension

Using the guidelines in the dedicated article, check the belt tension.",../data/mk4s_manuel/Layer_shifting.md,Sentence
285,Ensure that the belt clamps are in good visible status.,../data/mk4s_manuel/Layer_shifting.md,Sentence
286,"To access them, remove the front cover and check the clamps for visual damage.",../data/mk4s_manuel/Layer_shifting.md,Sentence
287,"XY motor pulleys

Though rare, if one of the motor pulleys loosens over time, it will misalign and contribute to inconsistent movement.",../data/mk4s_manuel/Layer_shifting.md,Sentence
288,The pulleys are positioned differently on each of the two XY motors.,../data/mk4s_manuel/Layer_shifting.md,Sentence
289,"* Left
  *",../data/mk4s_manuel/Layer_shifting.md,Sentence
290,Note the orientation of the pulley.,../data/mk4s_manuel/Layer_shifting.md,Sentence
291,The teeth for the belt are below the set screws.,../data/mk4s_manuel/Layer_shifting.md,Sentence
292,*,../data/mk4s_manuel/Layer_shifting.md,Sentence
293,The pulley is 2.5mm higher than the start of the flat part of the motor shaft.,../data/mk4s_manuel/Layer_shifting.md,Sentence
294,Use the 2.5mm Allen key for reference.,../data/mk4s_manuel/Layer_shifting.md,Sentence
295,*,../data/mk4s_manuel/Layer_shifting.md,Sentence
296,"Alternatively, measure the distance between the beginning of the motor shaft and the pulley, 3.6mm.
*",../data/mk4s_manuel/Layer_shifting.md,Sentence
297,Right,../data/mk4s_manuel/Layer_shifting.md,Sentence
298,* Note the orientation of the pulley.,../data/mk4s_manuel/Layer_shifting.md,Sentence
299,The teeth for the belt are above the set screws.,../data/mk4s_manuel/Layer_shifting.md,Sentence
300,*,../data/mk4s_manuel/Layer_shifting.md,Sentence
301,The pulley is flush with the top edge of the motor shaft.,../data/mk4s_manuel/Layer_shifting.md,Sentence
302,"Print geometry and settings

Objects with overhangs are generally harder to print.",../data/mk4s_manuel/Layer_shifting.md,Sentence
303,"Some overhangs might even warp upwards during the print, and the nozzle might crash into them.",../data/mk4s_manuel/Layer_shifting.md,Sentence
304,The same can happen in some cases if you choose a very small infill percentage when slicing the 3D model.,../data/mk4s_manuel/Layer_shifting.md,Sentence
305,"To prevent printing overhangs, you can cut the object (check out our article on the Cut tool).",../data/mk4s_manuel/Layer_shifting.md,Sentence
306,You can also try to increase the print fan speed or increase the retraction length in PrusaSlicer.,../data/mk4s_manuel/Layer_shifting.md,Sentence
307,Print fan speed is found in _Filament settings -> Cooling_ and retraction length in _Printer Settings -> Extruder 1._,../data/mk4s_manuel/Layer_shifting.md,Sentence
308,"MINTEMP error and MINTEMP BED
=============================

The MINTEMP error (written sometimes as min temp) occurs when the temperature readout from the heatbed thermistor or hotend thermistor drops below a certain amount within a certain time frame.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
309,"It is a safety feature that prevents the printer from overheating in case of a faulty thermistor because, by default, the printer is set to balance out any heat loss by pumping more power into the heat bed or hotend heater cartridge.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
310,MK2/S & MK2.5/S,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
311,"Due to the hardware design of the MiniRAMBo and accounting for manufacturing tolerances, there is a temperature below which the thermistors are unable to read reliable values:

- Hotend thermistor - temperatures below 22 °C (71.6 °F)

- Heatbed thermistor - temperatures below 15 °C (59 °F)",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
312,"For safety reasons, the MINTEMP error is triggered in case the measured temperatures are below these limits.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
313,This is for the firmware to accurately detect a damaged or disconnected thermistor.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
314,"For a technical explanation of this limitation, please see this Github issue.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
315,"MK3 & MK3S & MK3S+

The EinsyRambo board of the MK3/S/+ was allowed by its improved thermistor circuitry design to have a wider range of scale when it comes to temperature (thermistor) readings.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
316,It also has an onboard thermistor for ambient temperature.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
317,This has allowed the firmware to allow for a lower temperature threshold than on the previous generation (MiniRAMBo).,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
318,*,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
319,"Hotend thermistor - temperatures below 10 °C (50 °F)
*",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
320,"Heatbed thermistor - temperatures below 10 °C (50 °F)

Also, printing in very cold environments, outside of the recommended operational temperature, can have negative effects due to other factors than the printer's electronics, like material properties.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
321,What does it look like?,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
322,"When one of the thermistor cables is broken, it can be observed when the temperature on the LCD screen starts randomly jumping up and down during the Y-axis or X-axis movement.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
323,It is important to distinguish between the MINTEMP error and the MINTEMP BED error.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
324,"MINTEMP HOTEND/BED fixed

If the cable regains a proper connection and a correct reading from the thermistor, the printer will update the error to ""MINTEMP fixed"" or ""MINTEMP fixed"", followed by ""Please restart"".",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
325,This does not mean the issue is permanently resolved.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
326,You should continue the troubleshooting described in this article.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
327,"Testing the thermistor

You can also test it with a multimeter (our article Multimeter usage can guide you).",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
328,"If it fails to read the resistance on the metal inserts in the jumper connectors, then the wire is broken.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
329,"At room temperature, it should have a resistance you can expect resistance of 80 kΩ - 125 kΩ.

RAMBo board connector

That the RAMBo is the cause is highly unlikely, as the board would not pass the final testing that we do in our factory.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
330,"However, try switching the Hotend and Heatbed thermistors on the board (both have 3 pins), if the MINTEMP does not turn into MINTEMP BED or if the MINTEMP BED does not turn into MINTEMP, the electronics board connector is broken and a new board is needed.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
331,You should also notice the temperature reading on the LCD change.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
332,"To find the thermistor see Mini RAMBo electronics wiring (MK2S, MK2.5, MK2.5S) or Einsy RAMBo electronics wiring (MK3/MK3S/MK3S+), depending on your printer.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
333,Wiggle it!,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
334,"If you do not have a multimeter, a good way to test the cable of the thermistor is to simply wiggle it.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
335,"Pre-heat to PLA (215/60) and move the extruder or bed by hand, all the way to the end of each side.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
336,See if there is any great change in temperature-reading on the LCD (tens of degrees or zeroing out).,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
337,"Grab the textile sleeve and manipulate and wiggle it, again checking if there is any change in temperature.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
338,"If there is, it indicates a microfracture of the cable when the connection changes depending on orientation.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
339,You then need to replace the thermistor.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
340,"How to fix it

Temperature

Make sure the temperature of the room where you operate the printer is not below 20 ° C (happens easily if you keep the printer in a basement during winter).",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
341,"Also make sure the printer is not placed next to an opened window, air conditioning, or in a way of a breeze that might cause a sudden temperature fluctuation.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
342,"If the issue is only caused by the ambient temperature of the room, you can use a hairdryer on the bed / hotend until it reaches a temperature above 18C to initiate a print.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
343,"However, some materials, like ASA / ABS, may misbehave if printed in a cold ambient temperature without an enclosure.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
344,"Glitch

As mentioned above, the error might have been triggered by a simple glitch.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
345,Try to reset your printer by pressing the X button under the knob and see if it will print afterward.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
346,"Thermistor connection

Check if the thermistor is properly connected to the RAMBo board: there is a latch on the connector that needs to snap in place.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
347,"To find the thermistor see Mini RAMBo electronics wiring (MK2S, MK2.5, MK2.5S) or Einsy RAMBo electronics wiring (MK3/MK3S/MK3S+), depending on your printer.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
348,"Also, make sure the textile sleeve protection of the extruder cable bundle did not snap and that it is still protecting the cables, especially around the spot where they enter the electronics casing.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
349,"Hotend thermistor

At the other end of the hotend thermistor cable, inspect the wire where it goes into the heater block.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
350,This point is fragile and can get damaged.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
351,"Heat bed thermistor

As for the heat bed thermistor cable, make sure it is firmly attached to the underside of the heated bed with the golden Kapton tape.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
352,"If not, try to press it back on.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
353,"Make sure that the thermistor cable has some slack, as shown in the right picture below.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
354,It is also important that it is not being pinched by the printed cable cover when put together.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
355,This is so it won't be worn down by the movement of the bed.,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
356,Replacement,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
357,"In case there is visible damage on the cable, or if it behaves erratically, the thermistor must be replaced.",../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
358,You can follow our guides How to replace a heatbed thermistor (MK3S+/MK3S/MK2.5S/MK2S) or How to replace a hotend thermistor (MK2S).,../data/mk4s_manuel/MINTEMP_error_and_MINTEMP_BED.md,Sentence
359,"Troubleshooting

Stringing and oozing

Stringing or oozing, also known as ""hairy prints"", is the name given for when small strings of filament are left on a printed model.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
360,This usually happens when the filament keeps flowing from the nozzle while the extruder is moving to another object.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
361,You can see this as a marginal line of filament left between the objects.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
362,This issue is caused by very high printing temperatures and/or using incorrect retraction settings.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
363,This can be solved by changing a couple of settings in PrusaSlicer and checking your hardware.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
364,"Stringing from material left on the nozzle

If you print for a long time from a single type of filament, such as PET-G, the filament can create a thin layer in the nozzle.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
365,This can cause stringing as the strands of the filament stick to the surface of the print.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
366,"Therefore, thoroughly clean the nozzle before printing and make sure that any dirt or remnants of previous filaments are removed from the nozzle.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
367,We highly recommend using our official (factory default) preset settings in PrusaSlicer.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
368,"However, if you are printing with your own settings, make sure that you have the retraction settings configured correctly.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
369,"PrusaSlicer settings

You should start by checking a parameter known as Retraction.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
370,What does retraction do?,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
371,"When the extruder has finished printing one section/object of your g-code, the filament is pulled back into the nozzle.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
372,Once the extruder moves to the next location the printing process continues – the filament is pushed back out and it starts extruding from the nozzle again.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
373,Retraction settings can be found in Printer Settings → Extruder 1.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
374,"Flexible filaments usually need longer retractions, because the material stretches while being pulled back to the nozzle.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
375,Flexible materials are a special case and can need a lot of tweaking and tuning.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
376,"Retraction settings

- Retraction length: Amount that the filament is pulled back when a retraction is triggered.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
377,"On the MK2.5/S and MK3/S/+, the retraction length should be a maximum of 2 mm.
-",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
378,"Due to the Bowden extruder, the retraction length of the Original Prusa MINI/MINI+ presets are much longer (default 3.2 mm).",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
379,- Lift Z: Lifts the extruder during movement.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
380,Having this setting lower will improve stringing.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
381,Note that disabling this feature may cause the nozzle to hit the printed part.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
382,- Retraction speed: Extruder motor speed on retraction.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
383,"A higher value improves stringing, but if it is too high it may skip steps in the motor.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
384,- Minimum travel after retraction: Amount of move that will trigger a retraction (mm).,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
385,"The preset number in PrusaSlicer is 1 mm, which is a low amount.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
386,"Having this number higher will get lower printing times, but increase oozing and stringing.
- Retract on layer change:",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
387,Activates retraction when the layer changes to the next one.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
388,It is recommended to leave this option on.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
389,- Wipe while retracting: Moves the nozzle (wipe) while the retraction is happening.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
390,"It is recommended to leave this option on.
- Retract amount before wiping: This option does a quick retract before doing the wiping movement.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
391,More suitable for the Original Prusa MINI/MINI+.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
392,"Other settings that affect retraction

- Only retract when crossing perimeters *(Print settings → Infill → Advanced)*: Disables retraction when the travel path does not exceed the upper layer's perimeter.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
393,Any oozing that happens will be within the walls and should be invisible.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
394,- Avoid crossing perimeters *(Print settings → Layers and perimeters → Quality)*: Optimize travel moves in order to minimize the crossing of perimeters.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
395,"This will lower the stringing amount, especially in the MINI/MINI+.
- Sequential printing *(Print settings → Output options → Sequential printing)*: Printing each object individually has a smaller chance of causing stringing between the parts.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
396,"When using this feature, PrusaSlicer will warn you of any possibility of the extruder colliding with an already printed part, but follow the print closely.
- Nozzle temperature *(Filament settings → Filament → Nozzle)*: Lowering the temperature decreases the occurrence of strings.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
397,Try decreasing the nozzle temperature by 5–10 °C and check whether there’s less stringing.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
398,"Filament

Try using a different spool than the one that is causing the stringing.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
399,"The filament might have gathered moisture, which will cause a lot of stringing.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
400,"Hotend

Stringing in the nozzle might be caused by a heat dissipation issue in the nozzle.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
401,Try re‑applying thermal paste on the threads between the heatbreak and the heatsink.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
402,"If you have recently changed any component in the hotend, it is also possible that some individual parts are not in place.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
403,Go over the assembly of the hotend and check for any parts that may be different from the instructions.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
404,"Enough settings, pass me my heat‑gun!",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
405,"If you don’t feel like tweaking any of the settings, well, then there is an alternative.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
406,You can get rid of the strings with a heat gun (or often with a lighter – but be very careful).,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
407,Set your heat‑gun to around 200 °C and aim at the strings for one or two seconds.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
408,"This will melt the strings, and the printed object should remain undamaged.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
409,"Do not leave the heat source on the printed model for longer than one or two seconds, as this may deform the part.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
410,"The Benchy hull line

The 3DBenchy is a 3D model designed by CreativeTools specifically for testing and benchmarking 3D printers.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
411,"And everyone wants to know, how to print a perfect Benchy.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
412,"Ever since it’s release, one specific problem seems to be present, in varying degrees of severity, in all of its prints - the infamous Benchy hull line.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
413,"It’s visible on prints from all FFF printers on the market, cheap or expensive.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
414,It’s visible no matter the slicing software.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
415,It’s visible when printing from any material.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
416,It’s visible even in the Benchy release video from 2015.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
417,"Again, in varying degrees of severity - with some combinations of printer, slicer, and material, it can be almost invisible.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
418,"Other times, it’s clearly defined, leaving the user disappointed and confused.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
419,"But once you see it, you’ll be able to find it on essentially all of its prints.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
420,"The good news is that we managed to mostly eliminate the Benchy hull line in our sample G-codes (not in 100% cases though, more on that later).",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
421,You can download the G-code here.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
422,The bad news is that the fix isn’t universal.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
423,And we’re not even sure if such universal fix is physically possible to exist.,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
424,A hardware problem?,../data/mk4s_manuel/stringing_and_oozing.md,Sentence
425,"When you search for the problem online, you’ll often get an (incorrect) suggestion, that it might be a hardware problem.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
426,"To give you an example, here are some of the suggestions we found online:

- loose belts
- bent Z-axis rods
- irregularity in your z-axis lead screw at that height

If the problem is one thicker line or two thin lines at height of the Benchy’s deck, it’s most likely not a hardware problem with your printer.",../data/mk4s_manuel/stringing_and_oozing.md,Sentence
